target_chembl_id,pref_name,family,organism,target_type
CHEMBL4295964,"Solute carrier family 2, facilitated glucose transporter member 8",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2052034,"Solute carrier family 2, facilitated glucose transporter member 9",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5685,Solute carrier family 22 member 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073677,Solute carrier family 22 member 11,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6120,Solute carrier family 22 member 12,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073722,Solute carrier family 22 member 16,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743122,Solute carrier family 22 member 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073673,Solute carrier family 22 member 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073668,Solute carrier family 22 member 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073693,Solute carrier family 22 member 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1641347,Solute carrier family 22 member 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1955711,Solute carrier family 22 member 7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1641348,Solute carrier family 22 member 8,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073721,Solute carrier family 22 member 9,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5209632,Solute carrier family 23 member 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523359,Solute carrier family 26 member 9,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5707,Solute carrier family 28 member 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3392948,Solute carrier family 40 member 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743123,Solute carrier organic anion transporter family member 1A2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1697668,Solute carrier organic anion transporter family member 1B1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743121,Solute carrier organic anion transporter family member 1B3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073697,Solute carrier organic anion transporter family member 1C1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073703,Solute carrier organic anion transporter family member 2A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743124,Solute carrier organic anion transporter family member 2B1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073685,Solute carrier organic anion transporter family member 3A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073679,Solute carrier organic anion transporter family member 4A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073690,Solute carrier organic anion transporter family member 4C1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2111436,Somatostatin receptor,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1917,Somatostatin receptor 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1804,Somatostatin receptor 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2028,Somatostatin receptor 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1853,Somatostatin receptor 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1792,Somatostatin receptor 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296070,Somatostatin receptor type 2/type 5,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL2079846,Son of sevenless homolog 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4524041,Son of sevenless homolog 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5602,Sonic hedgehog protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2275,Sorbitol dehydrogenase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4680051,Sortilin/Progranulin,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL5169203,Spastin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523140,Speckle-type POZ protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523606,Speckle-type POZ protein/PTEN,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL2311230,Spermatogenesis-associated protein 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4232,Spermidine synthase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4286,Spermidine/spermine N(1)-acetyltransferase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2176769,Spermine oxidase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4934,Spermine synthase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2021749,Sphingolipid delta(4)-desaturase DES1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4662961,Sphingomyelin,Unknown,Homo sapiens,LIPID
CHEMBL2760,Sphingomyelin phosphodiesterase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523470,Sphingomyelin phosphodiesterase 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3988062,Sphingosine 1-phosphate,Unknown,Homo sapiens,LIPID
CHEMBL2363041,Sphingosine 1-phosphate receptor,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3892,Sphingosine 1-phosphate receptor Edg-3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2955,Sphingosine 1-phosphate receptor Edg-5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3430884,Sphingosine 1-phosphate receptor Edg-5/Sphingosine 1-phosphate receptor Edg-3,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2274,Sphingosine 1-phosphate receptor Edg-8,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4394,Sphingosine kinase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4680050,Sphingosine kinase 1/2,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL3023,Sphingosine kinase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3286061,Sphingosine-1-phosphate lyase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523509,Spindlin-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523440,Spindlin-2B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523325,Spindlin-3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523321,Spindlin-4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1229013,Splicing factor 3B subunit 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1229011,Splicing factor 3B subunit 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1250378,Splicing factor 3B subunit 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4680038,Splicing factor 45,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3592,Squalene monooxygenase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3338,Squalene synthetase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL613971,Squamous carcinoma cell line,Unknown,Homo sapiens,CELL-LINE
CHEMBL3299,Src homology 2 domain containing transforming protein C2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295820,Src substrate cortactin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523978,Src/Lck kinase,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL614166,St-4,Unknown,Homo sapiens,CELL-LINE
CHEMBL4523297,StAR-related lipid transfer protein 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3399912,"StAR-related lipid transfer protein 7, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4879441,Stanniocalcin-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3879865,Staphylococcal nuclease domain-containing protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364180,Starch,Unknown,Homo sapiens,OLIGOSACCHARIDE
CHEMBL3879843,Stathmin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1275210,Stearoyl-CoA desaturase 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1936,Stem cell growth factor receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2363075,Steroid 5-alpha-reductase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1787,Steroid 5-alpha-reductase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1856,Steroid 5-alpha-reductase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4666,Steroidogenic factor 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5992,"Sterol 26-hydroxylase, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630818,Sterol regulatory element-binding protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1795166,Sterol regulatory element-binding protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4879458,Sterol regulatory element-binding protein cleavage-activating protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3559,Steryl-sulfatase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523377,Stimulator of interferon genes protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295757,"Stress-70 protein, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523216,Stress-induced-phosphoprotein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3286074,Stromal cell-derived factor 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296084,Stromal interaction molecule 1 & 2/Calcium release-activated calcium channel protein 1,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4888461,Stromal interaction molecule 1/Protein orai-3,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4105747,Structural maintenance of chromosomes protein 1A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105890,Structural maintenance of chromosomes protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4861,Subtilisin/kexin type 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2826,Subtilisin/kexin type 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2951,Subtilisin/kexin type 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2232,Subtilisin/kexin type 7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2929,Subtilisin/kexin type 9,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5758,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105824,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2150838,Succinate receptor 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1911,Succinate semialdehyde dehydrogenase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105973,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2748,Sucrase-isomaltase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364182,Sucrose,Unknown,Homo sapiens,SMALL MOLECULE
CHEMBL4523117,Sulfhydryl oxidase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523512,"Sulfide:quinone oxidoreductase, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2071,Sulfonylurea receptor 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2096972,"Sulfonylurea receptor 1, Kir6.2",Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL1971,Sulfonylurea receptor 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2095198,"Sulfonylurea receptor 2, Kir6.2",Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2095152,Sulfonylurea receptors; K-ATP channels,Unknown,Homo sapiens,PROTEIN COMPLEX GROUP
CHEMBL1743291,Sulfotransferase 1A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743292,Sulfotransferase 1A2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743293,Sulfotransferase 1A3/1A4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743295,Sulfotransferase 1C2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743296,Sulfotransferase 1C4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743298,Sulfotransferase 4A1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743294,Sulfotransferase family cytosolic 1B member 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743297,Sulfotransferase family cytosolic 2B member 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2354,Superoxide dismutase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4106171,Superoxide dismutase 1/2,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL4105776,"Superoxide dismutase [Mn], mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5390,Suppressor of fused homolog,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1293232,Survival motor neuron protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105959,Survival of motor neuron-related-splicing factor 30,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4804249,Survivin mRNA,Unknown,Homo sapiens,NUCLEIC-ACID
CHEMBL3642,Suv3 helicase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1998,Synaptic vesicle glycoprotein 2A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4802015,Synaptic vesicle membrane protein VAT-1 homolog,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4665594,Synaptic vesicle protein,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1893,Synaptic vesicular amine transporter,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523136,Synaptojanin-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523129,Synaptojanin-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364159,Synaptosomal nerve-associated protein 25 (SNAP-25),Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4662944,Syncytin-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712898,Syndecan-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1926494,Synphilin-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4739667,Syntenin-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4888448,Syntenin-1/Syndecan-2,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2364168,T cell surface glycoprotein CD3,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL614774,T-24,Unknown,Homo sapiens,CELL-LINE
CHEMBL1687681,T-box transcription factor TBX5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712853,T-cell differentiation antigen CD6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630878,T-cell immunoreceptor with Ig and ITIM domains,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL614685,T-cell line,Unknown,Homo sapiens,CELL-LINE
CHEMBL3807,T-cell protein-tyrosine phosphatase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3580506,T-cell receptor,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2040,T-cell surface antigen CD2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2754,T-cell surface antigen CD4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1975,T-cell surface glycoprotein CD3 epsilon chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712888,T-cell surface glycoprotein CD5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5191,T-cell-specific surface glycoprotein CD28,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295766,T-complex protein 1 subunit epsilon,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295775,T-complex protein 1 subunit theta,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364157,T-lymphocyte activation antigen CD80,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364156,T-lymphocyte activation antigen CD86,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3232697,T-lymphoma invasion and metastasis-inducing protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3832641,T1R1/T1R3,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL3832642,T1R2/T1R3,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL614947,T222,Unknown,Homo sapiens,CELL-LINE
CHEMBL614361,T47D,Unknown,Homo sapiens,CELL-LINE
CHEMBL613531,T84,Unknown,Homo sapiens,CELL-LINE
CHEMBL4630778,T98,Unknown,Homo sapiens,CELL-LINE
CHEMBL614775,T98G,Unknown,Homo sapiens,CELL-LINE
CHEMBL3038499,TAK1/TAB1,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2366254,TALL-1,Unknown,Homo sapiens,CELL-LINE
CHEMBL4523108,TANK-binding kinase 1-binding protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2362981,TAR DNA-binding protein 43,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2807,TAR RNA binding protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2098,TAR RNA binding protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105882,TATA box-binding protein-associated factor RNA polymerase I subunit A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295905,TBC1 domain family member 15,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296499,TC-32,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366324,TC-YIK,Unknown,Homo sapiens,CELL-LINE
CHEMBL614244,TCAF,Unknown,Homo sapiens,CELL-LINE
CHEMBL615009,TCAF-DAX,Unknown,Homo sapiens,CELL-LINE
CHEMBL615010,TCC-SUP,Unknown,Homo sapiens,CELL-LINE
CHEMBL2380188,TCDD-inducible poly [ADP-ribose] polymerase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885541,TCF4-CTNNB1 complex,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL3038511,TCF4/beta-catenin,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL1075599,TCO-1,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366092,TE-1,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366308,TE-10,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366166,TE-11,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366278,TE-12,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366086,TE-15,Unknown,Homo sapiens,CELL-LINE
CHEMBL615011,TE-2,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366268,TE-441-T,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366245,TE-5,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366144,TE-6,Unknown,Homo sapiens,CELL-LINE
CHEMBL615012,TE-671,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366182,TE-8,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366147,TE-9,Unknown,Homo sapiens,CELL-LINE
CHEMBL4296642,TEC family kinase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL4523666,TEL/AXL,Unknown,Homo sapiens,CHIMERIC PROTEIN
CHEMBL4630759,TEL/KDR,Unknown,Homo sapiens,CHIMERIC PROTEIN
CHEMBL615013,TERT-RPE1,Unknown,Homo sapiens,CELL-LINE
CHEMBL612552,TF-1,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366374,TGBC11TKB,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366089,TGBC1TKB,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366093,TGBC24TKB,Unknown,Homo sapiens,CELL-LINE
CHEMBL4439,TGF-beta receptor type I,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4267,TGF-beta receptor type II,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295965,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295902,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1075600,TGW,Unknown,Homo sapiens,CELL-LINE
CHEMBL4296500,THLE-2,Unknown,Homo sapiens,CELL-LINE
CHEMBL4296014,THO complex subunit 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL614245,THP-1,Unknown,Homo sapiens,CELL-LINE
CHEMBL5209891,THP1-Dual,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366158,TI-73,Unknown,Homo sapiens,CELL-LINE
CHEMBL615014,TIG-1-20,Unknown,Homo sapiens,CELL-LINE
CHEMBL4296501,TIG-3,Unknown,Homo sapiens,CELL-LINE
CHEMBL4483271,TIGK,Unknown,Homo sapiens,CELL-LINE
CHEMBL614056,TK-10,Unknown,Homo sapiens,CELL-LINE
CHEMBL4296502,TK6,Unknown,Homo sapiens,CELL-LINE
CHEMBL3301399,TLR2/TLR6,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4106126,TLR4-MD2,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL3137288,TLR7 and TLR8,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL4296503,TMD8,Unknown,Homo sapiens,CELL-LINE
CHEMBL4296504,TMK-1,Unknown,Homo sapiens,CELL-LINE
CHEMBL3588728,TNF receptor-associated factor 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1825,TNF-alpha,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2059,TNF-beta,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4845646,TOP2A promoter,Unknown,Homo sapiens,NUCLEIC-ACID
CHEMBL3707166,TOV112D,Unknown,Homo sapiens,CELL-LINE
CHEMBL4630716,TOV21G,Unknown,Homo sapiens,CELL-LINE
CHEMBL1938223,TP53-regulating kinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL613836,TPC1,Unknown,Homo sapiens,CELL-LINE
CHEMBL4523420,TRAF family member-associated NF-kappa-B activator,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4527,TRAF2- and NCK-interacting kinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3551,TRAIL receptor-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523660,TRPC1/TRPC5,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4523662,TRPC3/TRPC6,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4523661,TRPC4/TRPC1,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL615018,TSGH,Unknown,Homo sapiens,CELL-LINE
CHEMBL615019,TSGH 8302,Unknown,Homo sapiens,CELL-LINE
CHEMBL614787,TSGH 9201,Unknown,Homo sapiens,CELL-LINE
CHEMBL613973,TSU,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366083,TT,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366218,TUR,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075601,TYK-nu,Unknown,Homo sapiens,CELL-LINE
CHEMBL614612,TZM,Unknown,Homo sapiens,CELL-LINE
CHEMBL3707470,Tachykinin-3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5291574,Tafazzin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3038515,Tankyrase 1/2,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL6164,Tankyrase-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6154,Tankyrase-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5389,Targeting protein for Xklp2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1613741,Taste receptor type 1 member 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1613742,Taste receptor type 1 member 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523475,Taste receptor type 2 member 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3559704,Taste receptor type 2 member 10,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523471,Taste receptor type 2 member 13,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3309105,Taste receptor type 2 member 14,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3309106,Taste receptor type 2 member 16,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523255,Taste receptor type 2 member 19,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3559705,Taste receptor type 2 member 20,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523474,Taste receptor type 2 member 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523254,Taste receptor type 2 member 30,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2034804,Taste receptor type 2 member 31,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523248,Taste receptor type 2 member 38,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523249,Taste receptor type 2 member 39,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3309107,Taste receptor type 2 member 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523250,Taste receptor type 2 member 40,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3309108,Taste receptor type 2 member 41,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523360,Taste receptor type 2 member 42,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523251,Taste receptor type 2 member 43,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523252,Taste receptor type 2 member 45,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523253,Taste receptor type 2 member 46,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523473,Taste receptor type 2 member 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3559706,Taste receptor type 2 member 50,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3309109,Taste receptor type 2 member 60,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523472,Taste receptor type 2 member 7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3988599,Taste receptor type 2 member 8,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3309110,Taste receptor type 2 member 9,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1926492,Tau-tubulin kinase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3337327,Tau-tubulin kinase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2916,Telomerase reverse transcriptase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5069366,Telomere zinc finger-associated protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296012,Telomeric repeat-binding factor 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3751647,Telomeric repeat-binding factor 2-interacting protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712856,Tenascin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295861,Tensin-3,Unknown,Homo sapiens,SINGLE PROTEIN
